ID Transacción;ID Factura;Fecha de Venta;Fecha de Envío;ID Producto;Producto;Marca;Proveedor Logistico;Latitud;Longitud;ID Vendedor;NombreVendedor;NombreApellido;Fecha de Nacimiento;Región de Ventas;ID Cliente;Cliente;País Cliente;Cantidad;Venta;Costo
30516;15201;2016-02-12;2016-02-17;443;Chaqueta de acción de superhéroe (azul) 4XL;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;364;Comercializadora Rimosa;Panamá;8;280;196,56
30517;15201;2016-02-12;2016-02-17;331;Coche sedán de juguete RC con control remoto (Amarillo) escala 1/30;Veluz;Lawrence;38,97167;-95,23525;121;Paula;Camino;1978-12-08;México;364;Comercializadora Rimosa;Panamá;100;10500;7046
30518;15201;2016-02-12;2016-02-17;370;The Gu camiseta roja etiqueta XML camiseta (Blanco) XXL;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;364;Comercializadora Rimosa;Panamá;10;320;192,5
30519;15201;2016-02-12;2016-02-17;603;Mango negro y naranja con cinta de envío de cuidado 48mmx100m (2);Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;364;Comercializadora Rimosa;Panamá;6;78;41,64
30520;15201;2016-02-12;2016-02-17;601;Vidrio negro y naranja con cinta de envío de cuidado 48mmx100m;Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;364;Comercializadora Rimosa;Panamá;4;52;25,84
30521;15202;2016-02-12;2016-02-15;619;Kit marcador permanente negro 5 mm plumín (negro) 5 mm;Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;398;Quimicos Quicosa De Occidente;México;8;256;165,92
30522;15202;2016-02-12;2016-02-15;485;Calcetines de animales peludos (rosa) M;Zoofarm;Topeka;39,04833;-95,67804;121;Paula;Camino;1978-12-08;México;398;Quimicos Quicosa De Occidente;México;72;1296;376,56
30523;15202;2016-02-12;2016-02-15;222;Unidad de disco externa: 1 TB;Conexión TI;Omaha;41,25626;-95,94043;121;Paula;Camino;1978-12-08;México;398;Quimicos Quicosa De Occidente;México;1;90;25,9
30524;15202;2016-02-12;2016-02-15;482;Animal con zapatillas de pies grandes (Marrón) XL;Zoofarm;Topeka;39,04833;-95,67804;121;Paula;Camino;1978-12-08;México;398;Quimicos Quicosa De Occidente;México;108;1944;885,6
30525;15202;2016-02-12;2016-02-15;555;Reemplazo del dispensador de plástico de burbujas (negro) 1.5m;Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;398;Quimicos Quicosa De Occidente;México;8;104;108,48
30526;15203;2016-02-12;2016-02-15;385;The Gu camiseta roja etiqueta XML camiseta (Negro) XXS;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;631;Pon Grupo Constructor Y Suministros;México;8;256;58,24
30527;15203;2016-02-12;2016-02-15;407;The Gu camiseta roja etiqueta XML camiseta (Negro) 7XL;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;631;Pon Grupo Constructor Y Suministros;México;5;160;95,4
30528;15203;2016-02-12;2016-02-15;533;32 mm de doble cara de plástico de burbujas 10m;Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;631;Pon Grupo Constructor Y Suministros;México;2;50;21,04
30529;15203;2016-02-12;2016-02-15;430;Chaqueta de acción de superhéroe (azul) S;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;631;Pon Grupo Constructor Y Suministros;México;4;100;78,64
30530;15204;2016-02-12;2016-02-17;608;Cinta de envío pesada negra y amarilla 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;644;Comercializadora De Productos Institucionales Sa;México;5;65;43,95
30531;15204;2016-02-12;2016-02-17;434;Chaqueta de acción de superhéroe (azul) L;Northwind;Houston;29,76328;-95,36327;121;Paula;Camino;1978-12-08;México;644;Comercializadora De Productos Institucionales Sa;México;10;250;150,2
30532;15204;2016-02-12;2016-02-17;618;Máquina dispensadora de cinta industrial (Azul);Empaca Todo;Tulsa;36,15398;-95,99277;121;Paula;Camino;1978-12-08;México;644;Comercializadora De Productos Institucionales Sa;México;2;480;340,1
30533;15204;2016-02-12;2016-02-17;465;Zapatillas de tiburón de felpa (gris) M;Zoofarm;Topeka;39,04833;-95,67804;121;Paula;Camino;1978-12-08;México;644;Comercializadora De Productos Institucionales Sa;México;12;216;104,4
30534;15206;2016-02-12;2016-02-17;507;Coche electrónico para niños a escala 1/5 (gris);Veluz;Lawrence;38,97167;-95,23525;125;Martin;Rivarola;1978-12-08;México;474;Electro Centro;México;10;2300;1701
30535;15206;2016-02-12;2016-02-17;272;Taza de broma para desarrolladores: 31 de octubre = 25 de diciembre (negro);Conexión TI;Omaha;41,25626;-95,94043;125;Martin;Rivarola;1978-12-08;México;474;Electro Centro;México;52;150,8;137,28
30536;15206;2016-02-12;2016-02-17;293;Parche de broma para desarrolladores: comprender la recursividad requiere comprender la recursividad (Negro);Conexión TI;Omaha;41,25626;-95,94043;125;Martin;Rivarola;1978-12-08;México;474;Electro Centro;México;50;52,5;53,5
30537;15206;2016-02-12;2016-02-17;281;Taza de broma para desarrolladores: la diversión fue inesperada en este momento (Negro);Conexión TI;Omaha;41,25626;-95,94043;125;Martin;Rivarola;1978-12-08;México;474;Electro Centro;México;200;408;368
30538;15207;2016-02-12;2016-02-15;608;Cinta de envío pesada negra y amarilla 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;268;Virginia Building Services;Estados Unidos;5;65;43,95
30539;15207;2016-02-12;2016-02-15;647;Bolsa de 300 L de relleno vacío (Blanco) 300L;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;268;Virginia Building Services;Estados Unidos;10;250;131,5
30540;15207;2016-02-12;2016-02-15;394;The Gu camiseta roja etiqueta XML camiseta (Negro) XL;Northwind;Houston;29,76328;-95,36327;127;Mohamed;Ali;1972-02-19;Estados Unidos;268;Virginia Building Services;Estados Unidos;8;256;144,96
30541;15207;2016-02-12;2016-02-15;350;Viaja en un coupé de juguete americano vintage (rojo) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;127;Mohamed;Ali;1972-02-19;Estados Unidos;268;Virginia Building Services;Estados Unidos;12;216;111,72
30542;15207;2016-02-12;2016-02-15;482;Animal con zapatillas de pies grandes (Marrón) XL;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;268;Virginia Building Services;Estados Unidos;96;1728;787,2
30543;15208;2016-02-12;2016-02-16;465;Zapatillas de tiburón de felpa (gris) M;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;294;Argosy Transportation Group;Estados Unidos;72;1296;626,4
30544;15208;2016-02-12;2016-02-16;261;Taza de broma de DBA - Te pondré en orden (Negro);Conexión TI;Omaha;41,25626;-95,94043;127;Mohamed;Ali;1972-02-19;Estados Unidos;294;Argosy Transportation Group;Estados Unidos;120;444;254,4
30545;15208;2016-02-12;2016-02-16;552;Plástico antiestático de 32 mm (azul) 10 m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;294;Argosy Transportation Group;Estados Unidos;4;52;49,44
30546;15208;2016-02-12;2016-02-16;595;Cinta de envío frágil negra y naranja 48mmx100m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;294;Argosy Transportation Group;Estados Unidos;6;78;43,26
30547;15208;2016-02-12;2016-02-16;589;Cinta de embalaje transparente 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;294;Argosy Transportation Group;Estados Unidos;1;13;7,51
30548;15210;2016-02-12;2016-02-15;338;Camión monstruo RC de rueda grande con control remoto (negro) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;127;Mohamed;Ali;1972-02-19;Estados Unidos;397;Bipmobile;Estados Unidos;10;200;112
30549;15210;2016-02-12;2016-02-15;478;Gorila peludo con zapatillas de ojos grandes (Negro) XL;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;397;Bipmobile;Estados Unidos;24;432;192,96
30550;15210;2016-02-12;2016-02-15;602;Mango negro y naranja con cinta de envío de cuidado 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;397;Bipmobile;Estados Unidos;8;104;58,8
30551;15210;2016-02-12;2016-02-15;428;Chaqueta de acción de superhéroe (azul) XS;Northwind;Houston;29,76328;-95,36327;127;Mohamed;Ali;1972-02-19;Estados Unidos;397;Bipmobile;Estados Unidos;4;120;78,84
30552;15211;2016-02-12;2016-02-16;449;Zapatillas de dinosaurio con batería (verde) M;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;645;Mcro;Estados Unidos;24;432;200,64
30553;15211;2016-02-12;2016-02-16;566;Embalaje de envío (Marrón) 229x229x229mm;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;645;Mcro;Estados Unidos;5;65;25,85
30554;15213;2016-02-12;2016-02-15;524;Plástico de burbujas de doble cara de 10 mm 50m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;658;Flying Saucer Studio;Estados Unidos;6;150;72,18
30555;15213;2016-02-12;2016-02-15;543;Envoltura de burbujas antiestática de 10 mm (azul) 20 m;Empaca Todo;Tulsa;36,15398;-95,99277;127;Mohamed;Ali;1972-02-19;Estados Unidos;658;Flying Saucer Studio;Estados Unidos;9;117;91,26
30556;15213;2016-02-12;2016-02-15;240;Unidad flash USB de alimentos - galleta de la fortuna;Conexión TI;Omaha;41,25626;-95,94043;127;Mohamed;Ali;1972-02-19;Estados Unidos;658;Flying Saucer Studio;Estados Unidos;84;226,8;181,44
30557;15213;2016-02-12;2016-02-15;454;Zapatillas de dinosaurio con batería (verde) XL;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;658;Flying Saucer Studio;Estados Unidos;96;1728;768
30558;15213;2016-02-12;2016-02-15;470;Zapatillas de tiburón de felpa (gris) XL;Zoofarm;Topeka;39,04833;-95,67804;127;Mohamed;Ali;1972-02-19;Estados Unidos;658;Flying Saucer Studio;Estados Unidos;48;864;397,44
30559;15215;2016-02-12;2016-02-18;230;Unidad flash USB de alimentos - barra de chocolate;Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;244;Blosh Ltd;Estados Unidos;5;12;10,35
30560;15215;2016-02-12;2016-02-18;475;Gorila peludo con zapatillas de ojos grandes (Negro) M;Zoofarm;Topeka;39,04833;-95,67804;129;Glen;Forzet;1973-08-30;Estados Unidos;244;Blosh Ltd;Estados Unidos;12;216;104,4
30561;15215;2016-02-12;2016-02-18;346;Coche sedán de juguete para montar (verde) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;129;Glen;Forzet;1973-08-30;Estados Unidos;244;Blosh Ltd;Estados Unidos;7;112;100,45
30562;15215;2016-02-12;2016-02-18;583;Buzón Express 50kg (Blanco) 350x280x130mm;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;244;Blosh Ltd;Estados Unidos;1;13;5,2
30563;15217;2016-02-12;2016-02-16;265;Taza de broma de DBA: dos tipos de DBA (blanco);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;216;885,6;542,16
30564;15217;2016-02-12;2016-02-16;481;Animal con zapatillas de pies grandes (Marrón) L;Zoofarm;Topeka;39,04833;-95,67804;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;108;1944;960,12
30565;15217;2016-02-12;2016-02-16;642;Bolsa de 100 L de relleno vacío (Blanco) 100L (paquete);Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;9;288;169,02
30566;15217;2016-02-12;2016-02-16;336;RC cupé de juguete americano vintage con control remoto (negro) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;80;1920;1067,2
30567;15219;2016-02-12;2016-02-15;393;The Gu camiseta roja etiqueta XML camiseta (Negro) L;Northwind;Houston;29,76328;-95,36327;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;5;160;108,35
30568;15219;2016-02-12;2016-02-15;623;Kit marcador permanente rojo 5 mm plumín (rojo) 5 mm;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;4;128;75
30569;15219;2016-02-12;2016-02-15;543;Envoltura de burbujas antiestática de 10 mm (azul) 20 m;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;3;39;30,42
30570;15219;2016-02-12;2016-02-15;586;Bolsa de correos Courier de 30 kg (Blanco) 300x190x95mm;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;9;117;72,99
30571;15219;2016-02-12;2016-02-16;524;Plástico de burbujas de doble cara de 10 mm 50m;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;7;175;84,21
30572;15219;2016-02-12;2016-02-16;580;Embalaje de envío (Marrón) 457x457x457mm 30 kg;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;3;39;28,92
30573;15219;2016-02-12;2016-02-16;302;Desarrollador broma taza electrónica: este código fue generado por una herramienta (Blanco);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;100;4800;3046
30574;15221;2016-02-12;2016-02-15;250;Taza de broma DBA - daaaaaa-ta (negro);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;613;Blackhall & Pearl;Estados Unidos;144;532,8;361,44
30575;15221;2016-02-12;2016-02-15;458;Zapatillas de ogro con pilas (verde) M;Zoofarm;Topeka;39,04833;-95,67804;129;Glen;Forzet;1973-08-30;Estados Unidos;613;Blackhall & Pearl;Estados Unidos;60;1080;484,2
30576;15221;2016-02-12;2016-02-15;512;Pack de 12 figuras de acción electrónicas (masculinas);Veluz;Lawrence;38,97167;-95,23525;129;Glen;Forzet;1973-08-30;Estados Unidos;613;Blackhall & Pearl;Estados Unidos;4;920;641,4
30577;15223;2016-02-12;2016-02-16;290;Developer joke patch - (cadera, cadera, matriz) (negro);Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;175;Equipos Y Soldaduras Del Norte;España;100;105;102
30578;15223;2016-02-12;2016-02-16;311;IT broma taza electrónica - teclado no encontrado ... presione F1 para continuar (Blanco);Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;175;Equipos Y Soldaduras Del Norte;España;90;2610;1629
30579;15223;2016-02-12;2016-02-16;547;Envoltura de burbujas antiestática de 20 mm (azul) 10 m;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;175;Equipos Y Soldaduras Del Norte;España;9;117;98,28
30580;15223;2016-02-12;2016-02-16;397;The Gu camiseta roja etiqueta XML camiseta (Negro) 3XL;Northwind;Houston;29,76328;-95,36327;131;Leo;Carreras;1978-09-19;España;175;Equipos Y Soldaduras Del Norte;España;3;96;56,25
30581;15224;2016-02-12;2016-02-16;616;Dispensador de cinta (negro);Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;204;Kaxitl;España;4;52;53,68
30582;15224;2016-02-12;2016-02-16;334;RC cupé de juguete americano vintage con control remoto (rojo) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;131;Leo;Carreras;1978-09-19;España;204;Kaxitl;España;50;750;432,5
30583;15224;2016-02-12;2016-02-16;618;Máquina dispensadora de cinta industrial (Azul);Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;204;Kaxitl;España;3;720;510,15
30584;15224;2016-02-12;2016-02-16;536;32 mm de doble cara de plástico de burbujas 5m;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;204;Kaxitl;España;8;104;63,84
30585;15226;2016-02-12;2016-02-16;563;Embalaje de envío (Marrón) 500x310x310mm;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;367;Granjas Avicolas Rocer;España;9;117;83,79
30586;15226;2016-02-12;2016-02-16;489;Calcetines de animales peludos (rosa) XL;Zoofarm;Topeka;39,04833;-95,67804;131;Leo;Carreras;1978-09-19;España;367;Granjas Avicolas Rocer;España;120;2160;644,4
30587;15226;2016-02-12;2016-02-16;261;Taza de broma de DBA - Te pondré en orden (Negro);Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;367;Granjas Avicolas Rocer;España;216;799,2;457,92
30588;15226;2016-02-12;2016-02-16;465;Zapatillas de tiburón de felpa (gris) M;Zoofarm;Topeka;39,04833;-95,67804;131;Leo;Carreras;1978-09-19;España;367;Granjas Avicolas Rocer;España;12;216;104,4
30589;15226;2016-02-12;2016-02-16;302;Desarrollador broma taza electrónica: este código fue generado por una herramienta (Blanco);Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;367;Granjas Avicolas Rocer;España;50;2400;1523
30590;15227;2016-02-12;2016-02-16;244;Taza de broma de DBA: ¿te importa si me uno a ti? (Blanco) - 10 pz;Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;383;Grupo Plasma Automation;España;40;1280;606
30591;15227;2016-02-12;2016-02-16;241;Unidad flash USB para alimentos: paquete de variedad de postre 5 unidades;Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;383;Grupo Plasma Automation;España;10;320;48,4
30592;15227;2016-02-12;2016-02-16;586;Bolsa de correos Courier de 30 kg (Blanco) 300x190x95mm;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;383;Grupo Plasma Automation;España;8;104;64,88
30593;15227;2016-02-12;2016-02-16;514;Máquina industrial de plástico de burbujas de tamaño pequeño;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;383;Grupo Plasma Automation;España;3;690;537,54
30594;15227;2016-02-12;2016-02-16;327;Coche de juguete RC con control remoto (Azul) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;131;Leo;Carreras;1978-09-19;España;383;Grupo Plasma Automation;España;100;3300;1540
30595;15228;2016-02-12;2016-02-16;583;Buzón Express 50kg (Blanco) 350x280x130mm;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;6;78;31,2
30596;15228;2016-02-12;2016-02-16;554;Envoltura de burbujas antiestática de 32 mm (azul) 15 m;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;8;104;95,44
30597;15228;2016-02-12;2016-02-16;482;Animal con zapatillas de pies grandes (Marrón) XL;Zoofarm;Topeka;39,04833;-95,67804;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;120;2160;984
30598;15228;2016-02-12;2016-02-16;449;Zapatillas de dinosaurio con batería (verde) M;Zoofarm;Topeka;39,04833;-95,67804;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;108;1944;902,88
30599;15228;2016-02-12;2016-02-16;589;Cinta de embalaje transparente 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;7;91;52,57
30600;15230;2016-02-12;2016-02-17;416;Alien officer hoodie (negro) 4XL;Conexión TI;Omaha;41,25626;-95,94043;135;Mara;Bradley;1975-03-04;México;248;Central De Refrigeracion Comercial Neza;México;3;102;50,4
30601;15230;2016-02-12;2016-02-17;645;Bolsa de 200 L de relleno vacío (Blanco) 200L;Empaca Todo;Tulsa;36,15398;-95,99277;135;Mara;Bradley;1975-03-04;México;248;Central De Refrigeracion Comercial Neza;México;30;555;316,5
30602;15230;2016-02-12;2016-02-17;608;Cinta de envío pesada negra y amarilla 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;135;Mara;Bradley;1975-03-04;México;248;Central De Refrigeracion Comercial Neza;México;6;78;52,74
30603;15232;2016-02-12;2016-02-15;626;Cuchillo de embalaje con hoja de inserción de metal (amarillo) 9 mm;Empaca Todo;Tulsa;36,15398;-95,99277;137;Bradyn;West;1963-07-02;Brazil;624;Rgf Manufacturing;Argentina;3;96;54,15
30604;15232;2016-02-12;2016-02-15;475;Gorila peludo con zapatillas de ojos grandes (Negro) M;Zoofarm;Topeka;39,04833;-95,67804;137;Bradyn;West;1963-07-02;Brazil;624;Rgf Manufacturing;Argentina;60;1080;522
30605;15233;2016-02-12;2016-02-18;343;Coche sedán de juguete  para montar (azul) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;4;64;48,8
30606;15233;2016-02-12;2016-02-18;650;Bolsa de relleno vacío 400 L (blanco) 400L;Empaca Todo;Tulsa;36,15398;-95,99277;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;10;250;150,9
30607;15233;2016-02-12;2016-02-18;449;Zapatillas de dinosaurio con batería (verde) M;Zoofarm;Topeka;39,04833;-95,67804;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;60;1080;501,6
30608;15233;2016-02-12;2016-02-18;276;Parche de broma para desarrolladores: es un problema de hardware (negro);Conexión TI;Omaha;41,25626;-95,94043;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;200;190;116
30609;15233;2016-02-12;2016-02-18;224;Unidad de disco externa: rebanada de pizza de 1 TB;Conexión TI;Omaha;41,25626;-95,94043;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;8;696;241,68
30610;15233;2016-02-12;2016-02-18;404;The Gu camiseta roja etiqueta XML camiseta (Negro) 6XL;Northwind;Houston;29,76328;-95,36327;144;Gregorio;Alonso;1980-05-29;Brazil;477;Jm Reciclables;Ecuador;10;320;198,7
30611;15234;2016-02-12;2016-02-16;342;Coche sedán de juguete para montar (rojo) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;3;48;38,49
30612;15234;2016-02-12;2016-02-16;513;Pack de 12 figuras de acción electrónicas (hembra);Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;5;1150;804,75
30613;15234;2016-02-12;2016-02-15;294;Kit electrónico de broma para desarrolladores: hay 10 tipos de personas en el mundo (Blanco);Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;4;960;600,96
30614;15234;2016-02-12;2016-02-15;430;Chaqueta de acción de superhéroe (azul) S;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;10;250;196,6
30615;15235;2016-02-12;2016-02-15;588;Cinta de embalaje transparente 48 mm x 75 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;9;117;38,25
30616;15235;2016-02-12;2016-02-15;461;Zapatillas de ogro con pilas (verde) L;Zoofarm;Topeka;39,04833;-95,67804;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;96;1728;822,72
30617;15235;2016-02-12;2016-02-15;218;Unidad flash USB para alimentos - sushi roll;Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;90;1125;300,6
30618;15235;2016-02-12;2016-02-15;430;Chaqueta de acción de superhéroe (azul) S;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;6;150;117,96
30619;15235;2016-02-12;2016-02-15;614;Cinta de despacho pesada urgente roja y blanca 48mmx100m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;8;104;77,84
30620;15235;2016-02-12;2016-02-16;411;Alien officer hoodie (negro) XXL;Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;4;136;69,44
30621;15235;2016-02-12;2016-02-16;449;Zapatillas de dinosaurio con batería (verde) M;Zoofarm;Topeka;39,04833;-95,67804;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;120;2160;1003,2
30622;15235;2016-02-12;2016-02-16;519;10 mm Plástico de burbujas de doble cara 10m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;7;210;130,48
30623;15235;2016-02-12;2016-02-16;508;Coche electrónico para niños a escala 1/5 (gris) - Limitado;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;9;2070;1578,96
30624;15235;2016-02-12;2016-02-16;642;Bolsa de 100 L de relleno vacío (Blanco) 100L (paquete);Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;663;Tmi Herrajes;España;6;192;112,68
30625;15236;2016-02-12;2016-02-15;481;Animal con zapatillas de pies grandes (Marrón) L;Zoofarm;Topeka;39,04833;-95,67804;154;Nick;Clausen;1978-01-09;México;140;Distribuciones Campero Y Alonso;México;48;864;426,72
30626;15236;2016-02-12;2016-02-15;319;Taza de broma de TI: ese comportamiento es por diseño (negro);Conexión TI;Omaha;41,25626;-95,94043;154;Nick;Clausen;1978-01-09;México;140;Distribuciones Campero Y Alonso;México;50;1300;414
30627;15236;2016-02-12;2016-02-15;338;Camión monstruo RC de rueda grande con control remoto (negro) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;154;Nick;Clausen;1978-01-09;México;140;Distribuciones Campero Y Alonso;México;90;1800;1008
30628;15236;2016-02-12;2016-02-15;533;32 mm de doble cara de plástico de burbujas 10m;Empaca Todo;Tulsa;36,15398;-95,99277;154;Nick;Clausen;1978-01-09;México;140;Distribuciones Campero Y Alonso;México;4;100;42,08
30629;15236;2016-02-12;2016-02-15;401;The Gu camiseta roja etiqueta XML camiseta (Negro) 5XL;Northwind;Houston;29,76328;-95,36327;154;Nick;Clausen;1978-01-09;México;140;Distribuciones Campero Y Alonso;México;10;320;186,5
30630;15238;2016-02-12;2016-02-15;454;Zapatillas de dinosaurio con batería (verde) XL;Zoofarm;Topeka;39,04833;-95,67804;154;Nick;Clausen;1978-01-09;México;476;Praderas Rl Deposito Dental;México;108;1944;864
